player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
TD Smartt,Batter,40,61.53846153846154,65,12,319,508,365,365,0,143,222,0,West Indies,3.3333333333333335
N Mlaba,Batter,40,58.82352941176471,68,24,1083,1365,471,471,0,290,181,0,South Africa,1.6666666666666667
M Shumba,Batter,40,48.19277108433735,83,0,27,29,179,179,0,44,135,0,Zimbabwe,
NB Mahwire,Batter,40,37.03703703703704,108,8,297,389,249,249,0,60,189,0,Zimbabwe,5.0
SJ Tsukigawa,Batter,39,55.714285714285715,70,2,20,48,329,329,0,170,159,0,New Zealand,19.5
Usama Mir,Batter,38,126.66666666666666,30,15,507,521,461,461,0,222,239,0,Pakistan,2.533333333333333
TB Sole,Batter,38,102.7027027027027,37,9,291,412,101,101,0,54,47,1,Scotland,4.222222222222222
N M'shangwe,Batter,38,86.36363636363636,44,2,165,219,140,140,0,33,107,0,Zimbabwe,19.0
T Granger,Batter,38,65.51724137931035,58,2,112,108,270,270,0,65,205,0,Zimbabwe,19.0
PP Chawla,Batter,38,63.33333333333333,60,33,1131,1330,546,546,0,337,209,0,India,1.1515151515151516
CS Terblanche,Batter,38,58.46153846153847,65,1,35,81,389,389,0,238,151,0,South Africa,38.0
CKB Kulasekara,Batter,38,52.054794520547944,73,0,82,79,491,491,0,227,264,0,Sri Lanka,
TMM Newton,Batter,38,48.10126582278481,79,6,251,354,351,351,0,182,169,0,New Zealand,6.333333333333333
R Klein,Batter,38,46.913580246913575,81,12,496,615,79,79,0,23,56,0,Netherlands,3.1666666666666665
N Shangase,Batter,38,38.775510204081634,98,6,404,467,453,453,0,278,175,0,South Africa,6.333333333333333
Qaiser Ali,Batter,38,38.775510204081634,98,1,55,89,37,37,0,9,28,0,Canada,38.0
Arshdeep Singh,Batter,37,108.8235294117647,34,14,296,365,580,580,0,360,220,1,India,2.642857142857143
TS Roland-Jones,Batter,37,97.36842105263158,38,1,34,42,85,85,0,48,37,0,England,37.0
DM Kimmince,Batter,37,71.15384615384616,52,7,96,146,527,527,0,367,160,1,Australia,5.285714285714286
Hasan Mahmud,Batter,37,48.05194805194805,77,29,873,886,327,327,0,127,200,1,Bangladesh,1.2758620689655173
LN Rajbanshi,Batter,37,23.717948717948715,156,42,893,1388,59,59,0,30,29,0,Nepal,0.8809523809523809
DNT Zoysa,Batter,36,65.45454545454545,55,23,560,750,457,457,0,214,243,1,Sri Lanka,1.565217391304348
Aaditya Varadarajan,Batter,36,54.54545454545454,66,0,0,0,11,11,0,1,10,0,Canada,
JO Troughton,Batter,36,46.75324675324675,77,0,0,0,497,497,0,285,212,0,England,
RWT Key,Batter,36,34.285714285714285,105,0,0,0,480,480,0,276,204,0,England,
Zulfiqar Babar,Batter,35,87.5,40,4,247,297,430,430,0,211,219,0,Pakistan,8.75
O Kamchomphu,Batter,35,57.377049180327866,61,15,162,349,9,9,0,8,1,0,Thailand,2.3333333333333335
NA Greenwood,Batter,35,50.72463768115942,69,0,0,0,4,4,0,1,3,0,Jersey,
JNT Vare,Batter,35,49.29577464788733,71,0,0,0,42,42,0,7,35,0,Papua New Guinea,
C McAuslan,Batter,35,47.2972972972973,74,0,0,0,13,13,0,4,9,0,Hong Kong,
J van Vliet,Batter,35,41.66666666666667,84,0,0,0,67,67,0,22,45,0,Netherlands,
Abdul Shakoor,Batter,34,51.515151515151516,66,0,0,0,97,97,0,33,64,0,United Arab Emirates,
LDVV Silva,Batter,34,44.73684210526316,76,0,0,0,340,340,0,160,180,0,Sri Lanka,
RP Alexander,Batter,34,41.9753086419753,81,0,0,0,58,58,0,27,31,0,United States of America,
TL Seifert,Batter,33,117.85714285714286,28,0,0,0,437,437,0,227,210,0,New Zealand,
Ayesha Naseem,Batter,33,82.5,40,0,0,0,371,371,0,185,186,0,Pakistan,
HM Tiffen,Batter,33,80.48780487804879,41,0,0,0,329,329,0,170,159,0,New Zealand,
A Aitken-Drummond,Batter,33,68.75,48,0,0,0,79,79,0,43,36,0,Scotland,
Mohammad Iqbal,Batter,33,58.92857142857143,56,0,0,0,32,32,0,9,23,0,Canada,
PRP Boissevain,Batter,33,57.89473684210527,57,1,192,133,77,77,0,23,54,0,Netherlands,33.0
PARP Perera,Batter,33,54.09836065573771,61,0,0,0,448,448,0,209,239,0,Sri Lanka,
A Codrington,Batter,33,41.77215189873418,79,6,169,187,49,49,0,16,33,1,Canada,5.5
JAH Marshall,Batter,33,39.285714285714285,84,0,0,0,427,427,0,222,205,0,New Zealand,
J Overton,Batter,32,145.45454545454547,22,1,17,26,495,495,0,284,211,0,England,32.0
DO Leicher,Batter,32,103.2258064516129,31,1,56,57,10,10,0,7,3,0,Namibia,32.0
MK Villiers,Batter,32,100.0,32,5,83,93,490,490,0,282,208,0,England,6.4
D Cleaver,Batter,32,86.48648648648648,37,0,0,0,251,251,0,129,122,0,New Zealand,
GA Rogers,Batter,32,64.0,50,5,138,154,78,78,0,43,35,0,Scotland,6.4
MHW Papps,Batter,32,50.79365079365079,63,0,0,0,427,427,0,222,205,0,New Zealand,
Qanita Jalil,Batter,32,50.0,64,6,171,323,456,456,0,221,235,0,Pakistan,5.333333333333333
AA Deshpande,Batter,32,46.3768115942029,69,0,0,0,231,231,0,133,98,0,India,
O Bell,Batter,32,41.55844155844156,77,3,164,288,97,97,0,52,45,0,Scotland,10.666666666666666
C Jonker,Batter,31,91.17647058823529,34,0,0,0,469,469,0,289,180,0,South Africa,
CW Perchard,Batter,31,88.57142857142857,35,7,174,216,4,4,0,1,3,0,Jersey,4.428571428571429
JB Nero,Batter,31,55.35714285714286,56,0,0,0,308,308,0,118,190,0,West Indies,
D Daesrath,Batter,31,52.54237288135594,59,0,0,0,36,36,0,9,27,0,Canada,
EC Rainsford,Batter,31,30.097087378640776,103,17,805,1070,261,261,0,62,199,0,Zimbabwe,1.8235294117647058
T Putthawong,Batter,31,24.8,125,18,230,462,9,9,0,8,1,0,Thailand,1.7222222222222223
PJC Hoffmann,Batter,30,130.43478260869566,23,1,177,196,78,78,0,43,35,0,Scotland,30.0
Mohammad Haris,Batter,30,83.33333333333334,36,0,0,0,317,317,0,160,157,0,Pakistan,
Saqlain Haider,Batter,30,75.0,40,0,0,0,90,90,0,31,59,0,United Arab Emirates,
RM Jariwala,Batter,30,56.60377358490566,53,0,0,0,64,64,0,30,34,0,United States of America,
AR Pitcher,Batter,30,54.54545454545454,55,0,0,0,8,8,0,2,6,0,Bermuda,
SM Warnapura,Batter,30,46.875,64,0,0,0,222,222,0,102,120,0,Sri Lanka,
B Leephatthana,Batter,30,45.45454545454545,66,0,0,0,9,9,0,8,1,0,Thailand,
M Mangru,Batter,30,42.857142857142854,70,0,9,18,392,392,0,152,240,0,West Indies,
MF Kendal,Batter,30,34.48275862068966,87,0,22,21,139,139,0,47,92,0,Ireland,
R Boyce,Batter,30,30.0,100,0,0,0,428,428,0,165,263,0,West Indies,
A Neill,Batter,29,67.44186046511628,43,15,345,448,95,95,0,51,44,1,Scotland,1.9333333333333333
M van Jaarsveld,Batter,29,50.877192982456144,57,1,20,32,437,437,0,270,167,0,South Africa,29.0
DI Joyce,Batter,29,47.540983606557376,61,0,0,0,149,149,0,53,96,0,Ireland,
KED Carroll,Batter,28,66.66666666666666,42,0,8,6,152,152,0,53,99,0,Ireland,
SA Fritz,Batter,28,53.84615384615385,52,5,38,125,389,389,0,238,151,0,South Africa,5.6
SP de Alwis,Batter,28,52.83018867924528,53,1,93,110,340,340,0,160,180,0,Sri Lanka,28.0
Sadia Iqbal,Batter,28,50.0,56,31,671,1105,463,463,0,223,240,0,Pakistan,0.9032258064516129
J Jarvis,Batter,28,47.45762711864407,59,7,192,202,63,63,0,35,28,0,Scotland,4.0
JJ Celestine,Batter,28,43.75,64,0,0,0,11,11,0,2,9,0,Bermuda,
Ehsanul Haque,Batter,28,36.84210526315789,76,2,37,61,108,108,0,35,73,0,Bangladesh,14.0
OL Pitcher,Batter,28,33.734939759036145,83,0,0,0,12,12,0,2,10,0,Bermuda,
PM Liyanagamage,Batter,28,33.33333333333333,84,5,271,229,380,380,0,180,200,0,Sri Lanka,5.6
GF Linde,Batter,27,87.09677419354838,31,3,73,91,238,238,0,146,92,0,South Africa,9.0
Ehsan Adil,Batter,27,62.7906976744186,43,4,229,229,460,460,0,222,238,0,Pakistan,6.75
CJ Smith,Batter,27,56.25,48,0,0,0,9,9,0,2,7,0,Bermuda,
AF Buurman,Batter,26,76.47058823529412,34,0,0,0,73,73,0,22,51,0,Netherlands,
B Fernando,Batter,26,70.27027027027027,37,2,140,159,335,335,0,160,175,0,Sri Lanka,13.0
Shahid Ahmadzai,Batter,26,66.66666666666666,39,1,94,169,33,33,0,9,24,0,Canada,26.0
NG Smith,Batter,26,65.0,40,6,230,208,401,401,0,208,193,0,New Zealand,4.333333333333333
S Thuraisingam,Batter,26,55.319148936170215,47,6,162,191,49,49,0,16,33,0,Canada,4.333333333333333
Khurram Nawaz,Batter,26,53.06122448979592,49,0,0,0,52,52,0,27,25,0,Oman,
M Faisal,Batter,26,49.056603773584904,53,0,0,0,65,65,0,36,29,0,Scotland,
Faisal Hossain,Batter,26,48.148148148148145,54,1,54,73,306,306,0,112,194,0,Bangladesh,26.0
Wasim Ali,Batter,26,45.614035087719294,57,1,31,29,37,37,0,21,16,0,Oman,26.0
SL Stewart,Batter,26,44.06779661016949,59,0,0,0,286,286,0,145,141,0,New Zealand,
MS Panesar,Batter,26,28.26086956521739,92,30,1000,1314,509,509,0,291,218,0,England,0.8666666666666667
SW Tait,Batter,25,86.20689655172413,29,66,1533,1833,545,545,0,381,164,2,Australia,0.3787878787878788
A Patel,Batter,25,83.33333333333334,30,3,73,66,40,40,0,10,30,0,Canada,8.333333333333334
S Naik,Batter,25,64.1025641025641,39,0,0,0,561,561,0,347,214,0,India,
HDRS Silva,Batter,25,54.347826086956516,46,2,83,80,468,468,0,217,251,0,Sri Lanka,12.5
Waqas Barkat,Batter,25,46.2962962962963,54,0,19,12,15,15,0,5,10,0,Hong Kong,
T Kamungozi,Batter,25,44.642857142857146,56,12,500,580,246,246,0,58,188,0,Zimbabwe,2.0833333333333335
CH van Koolwijk,Batter,25,37.878787878787875,66,0,0,0,55,55,0,18,37,0,Netherlands,
LJ Poulton,Batter,25,36.231884057971016,69,0,18,13,495,495,0,346,149,0,Australia,
VR Iyer,Batter,24,58.536585365853654,41,0,28,30,102,102,0,54,48,0,India,
N Niranjana,Batter,24,40.0,60,15,340,476,561,561,0,347,214,0,India,1.6
RW Sims,Batter,24,37.5,64,0,21,18,67,67,0,18,49,0,Zimbabwe,
TS Sekhukhune,Batter,24,28.235294117647058,85,27,875,1150,464,464,0,285,179,0,South Africa,0.8888888888888888
J Louw,Batter,23,328.57142857142856,7,0,50,44,459,459,0,283,176,0,South Africa,
LK Ebsary,Batter,23,95.83333333333334,24,0,0,0,416,416,0,296,120,0,Australia,
Avesh Khan,Batter,23,76.66666666666667,30,9,330,371,580,580,0,360,220,0,India,2.5555555555555554
Y van der Westhuizen,Batter,23,58.97435897435898,39,0,0,0,322,322,0,192,130,0,South Africa,
J Blackwood,Batter,23,53.48837209302325,43,0,16,18,315,315,0,118,197,0,West Indies,
SJ Massiah,Batter,23,48.93617021276596,47,0,0,0,58,58,0,27,31,0,United States of America,
Nestor Dhamba,Batter,23,44.230769230769226,52,11,210,308,50,50,0,27,23,0,Oman,2.090909090909091
RD McCann,Batter,23,40.35087719298245,57,0,0,0,144,144,0,51,93,0,Ireland,
TJ Heggelman,Batter,23,32.3943661971831,71,2,34,42,69,69,0,22,47,0,Netherlands,11.5
RL Bhudia,Batter,22,146.66666666666666,15,1,23,48,32,32,0,11,21,0,Kenya,22.0
RM Patidar,Batter,22,122.22222222222223,18,0,0,0,30,30,0,21,9,0,India,
PKD Chase,Batter,22,66.66666666666666,33,19,776,668,159,159,0,56,103,0,Ireland,1.1578947368421053
Shamim Hossain,Batter,22,57.89473684210527,38,0,8,6,292,292,0,106,186,0,Bangladesh,
Mohammad Salman,Batter,22,55.00000000000001,40,0,0,0,415,415,0,205,210,0,Pakistan,
S Bhari,Batter,22,42.30769230769231,52,15,246,402,65,65,0,33,32,0,Nepal,1.4666666666666666
E Mbofana,Batter,22,39.285714285714285,56,5,250,269,270,270,0,65,205,0,Zimbabwe,4.4
JM Cox,Batter,22,38.59649122807017,57,0,0,0,495,495,0,284,211,0,England,
Mosharraf Hossain,Batter,22,34.375,64,1,124,153,247,247,0,88,159,0,Bangladesh,22.0
O Thomas,Batter,22,28.205128205128204,78,30,998,931,418,418,0,162,256,2,West Indies,0.7333333333333333
BP Nash,Batter,21,100.0,21,0,33,30,244,244,0,90,154,0,West Indies,
BA Langston,Batter,21,95.45454545454545,22,2,70,138,489,489,0,282,207,0,England,10.5
JP Behrendorff,Batter,21,91.30434782608695,23,16,581,656,474,474,0,332,142,0,Australia,1.3125
AC Cummins,Batter,21,91.30434782608695,23,4,181,203,38,38,0,10,28,0,Canada,5.25
EC Perry,Batter,21,75.0,28,0,0,0,244,244,0,127,117,0,New Zealand,
AB Dinda,Batter,21,55.26315789473685,38,14,618,613,565,565,0,349,216,0,India,1.5
J Patraj,Batter,21,43.75,48,2,76,92,32,32,0,9,23,0,Canada,10.5
CJ Metcalfe,Batter,21,38.88888888888889,54,5,268,358,139,139,0,47,92,0,Ireland,4.2
E Otieno,Batter,21,36.84210526315789,57,15,479,463,29,29,0,10,19,1,Kenya,1.4
LR Naylor,Batter,20,95.23809523809523,21,0,0,0,24,24,0,15,9,0,Scotland,
S Nisansala,Batter,20,90.9090909090909,22,8,209,269,482,482,0,223,259,1,Sri Lanka,2.5
MR Johnson,Batter,20,86.95652173913044,23,0,0,0,58,58,0,27,31,0,United States of America,
HGV Vare,Batter,20,64.51612903225806,31,0,0,0,47,47,0,7,40,0,Papua New Guinea,
JA Simpson,Batter,20,62.5,32,0,0,0,233,233,0,139,94,0,England,
L Rajadurai,Batter,20,37.735849056603776,53,0,0,0,33,33,0,6,27,0,Papua New Guinea,
AF Sattaur,Batter,20,31.746031746031743,63,0,0,0,49,49,0,16,33,0,Canada,
C Viljoen,Batter,19,82.6086956521739,23,2,14,32,50,50,0,24,26,0,Namibia,9.5
AG Wharf,Batter,19,65.51724137931035,29,18,403,562,483,483,0,276,207,1,England,1.0555555555555556
GP Tom,Batter,19,55.88235294117647,34,4,127,184,56,56,0,10,46,0,Papua New Guinea,4.75
S Jyoti,Batter,19,44.18604651162791,43,0,0,0,42,42,0,12,30,0,Canada,
LR Johnson,Batter,19,29.230769230769234,65,0,0,0,399,399,0,155,244,0,West Indies,
Tanvir Ahmed,Batter,18,150.0,12,1,45,37,411,411,0,203,208,0,Pakistan,18.0
SG Borthwick,Batter,18,112.5,16,1,72,54,292,292,0,173,119,0,England,18.0
TL Chivanga,Batter,18,85.71428571428571,21,4,187,189,273,273,0,66,207,0,Zimbabwe,4.5
S Khiaoto,Batter,18,75.0,24,0,0,0,3,3,0,3,0,0,Thailand,
SSB Magala,Batter,18,72.0,25,15,384,362,419,419,0,259,160,2,South Africa,1.2
CC Dalton,Batter,18,66.66666666666666,27,0,0,0,79,79,0,24,55,0,Ireland,
Jamaluddin Ahmed,Batter,18,58.06451612903226,31,0,28,24,33,33,0,11,22,0,Bangladesh,
I Wardlaw,Batter,18,54.54545454545454,33,18,596,622,100,100,0,53,47,0,Scotland,1.0
W Sutherland,Batter,18,54.54545454545454,33,2,35,53,488,488,0,340,148,0,Australia,9.0
TCB Fernando,Batter,18,46.15384615384615,39,1,182,220,509,509,0,236,273,0,Sri Lanka,18.0
K Whatham,Batter,18,41.86046511627907,43,0,0,0,5,5,0,1,4,0,Canada,
Sultan Ahmed,Batter,18,40.909090909090914,44,0,58,72,83,83,0,29,54,0,United Arab Emirates,
DI Allan,Batter,18,37.5,48,0,13,18,39,39,0,13,26,0,Kenya,
SI Kamea,Batter,18,32.72727272727273,55,28,797,950,63,63,0,12,51,0,Papua New Guinea,0.6428571428571429
Skhawat Ali,Batter,18,30.0,60,0,71,49,11,11,0,3,8,0,Hong Kong,
R MacDonald-Gay,Batter,17,121.42857142857142,14,1,55,69,490,490,0,282,208,0,England,17.0
SDNS Karunaratne,Batter,17,121.42857142857142,14,0,0,0,372,372,0,175,197,0,Sri Lanka,
JA Clarkson,Batter,17,70.83333333333334,24,4,73,75,326,326,0,169,157,0,New Zealand,4.25
Waqar Younis,Batter,17,68.0,25,7,181,189,426,426,0,209,217,0,Pakistan,2.4285714285714284
CP Jack,Batter,17,65.38461538461539,26,0,21,24,331,331,0,126,205,0,West Indies,
J Sharma,Batter,17,51.515151515151516,33,0,0,0,396,396,0,239,157,0,India,
Saqlain Mushtaq,Batter,17,43.58974358974359,39,4,132,166,426,426,0,209,217,0,Pakistan,4.25
OO Bascome,Batter,17,36.17021276595745,47,0,0,0,1,1,0,1,0,0,Bermuda,
B Shikongo,Batter,17,31.48148148148148,54,25,755,796,49,49,0,24,25,0,Namibia,0.68
SP Terry,Batter,16,88.88888888888889,18,0,0,0,124,124,0,40,84,0,Ireland,
Ankur Sharma,Batter,16,51.61290322580645,31,0,0,0,1,1,0,0,1,0,Hong Kong,
SJ Andrews,Batter,16,44.44444444444444,36,0,13,24,416,416,0,296,120,0,Australia,
JH Desai,Batter,16,42.10526315789473,38,0,0,0,46,46,0,23,23,0,United States of America,
Nuzhat Tasnia,Batter,16,37.2093023255814,43,0,0,0,141,141,0,48,93,0,Bangladesh,
N Ifill,Batter,16,36.36363636363637,44,0,90,79,40,40,0,10,30,0,Canada,
F Walters,Batter,16,33.33333333333333,48,0,0,0,247,247,0,91,156,0,West Indies,
SK Dolawatte,Batter,16,28.57142857142857,56,3,56,78,464,464,0,216,248,0,Sri Lanka,5.333333333333333
MM Iqbal,Batter,16,27.586206896551722,58,0,45,36,99,99,0,53,46,0,Scotland,
SE Aley,Batter,15,187.5,8,2,29,63,62,62,0,41,21,0,Australia,7.5
IECM Wong,Batter,15,166.66666666666669,9,4,122,118,428,428,0,246,182,0,England,3.75
Zafar Gohar,Batter,15,100.0,15,2,56,61,437,437,0,212,225,0,Pakistan,7.5
SA Millanta,Batter,15,78.94736842105263,19,3,164,153,495,495,0,346,149,0,Australia,5.0
F Tunnicliffe,Batter,15,71.42857142857143,21,0,0,0,214,214,0,133,81,0,South Africa,
RD Steede,Batter,15,68.18181818181817,22,1,54,84,2,2,0,1,1,0,Bermuda,15.0
HM Watson,Batter,15,57.692307692307686,26,0,25,43,329,329,0,170,159,0,New Zealand,
JB Reva,Batter,15,55.55555555555556,27,6,165,192,49,49,0,9,40,0,Papua New Guinea,2.5
EMDY Munaweera,Batter,15,51.724137931034484,29,0,0,0,459,459,0,215,244,0,Sri Lanka,
I Dulani,Batter,15,42.857142857142854,35,0,0,0,428,428,0,200,228,0,Sri Lanka,
RM van Oosterom,Batter,15,39.473684210526315,38,0,0,0,85,85,0,25,60,0,Netherlands,
AM McCarthy,Batter,15,36.58536585365854,41,0,10,12,79,79,0,28,51,0,West Indies,
J Post,Batter,15,28.846153846153843,52,0,0,0,85,85,0,25,60,0,Netherlands,
HD Rutherford,Batter,15,26.785714285714285,56,0,0,0,438,438,0,227,211,0,New Zealand,
ML Patel,Batter,15,24.59016393442623,61,0,0,0,34,34,0,11,23,0,Kenya,
G Chapple,Batter,14,200.0,7,0,14,24,474,474,0,272,202,0,England,
Muhammad Jawadullah,Batter,14,93.33333333333333,15,7,316,288,92,92,0,31,61,0,United Arab Emirates,2.0
A Valthapa,Batter,14,63.63636363636363,22,0,0,0,15,15,0,5,10,0,United Arab Emirates,
O Davidson,Batter,14,42.42424242424242,33,0,30,54,33,33,0,18,15,0,Scotland,
J Da Silva,Batter,14,40.0,35,0,0,0,79,79,0,28,51,0,West Indies,
MD du Preez,Batter,14,31.11111111111111,45,0,0,0,47,47,0,24,23,0,Namibia,
IPP Batuwitarachchi,Batter,14,27.450980392156865,51,0,0,0,76,76,0,27,49,0,United Arab Emirates,
FC Jonas,Batter,14,24.561403508771928,57,18,820,1077,428,428,0,222,206,0,New Zealand,0.7777777777777778
L Cheatle,Batter,13,100.0,13,2,142,154,428,428,0,303,125,0,Australia,6.5
NK Crafton,Batter,13,76.47058823529412,17,0,0,0,135,135,0,53,82,0,West Indies,
HHC Gunaratne,Batter,13,65.0,20,8,169,205,372,372,0,175,197,1,Sri Lanka,1.625
GM Harris,Batter,13,59.09090909090909,22,8,144,249,450,450,0,315,135,0,Australia,1.625
OEG Baartman,Batter,13,54.166666666666664,24,6,103,154,424,424,0,262,162,0,South Africa,2.1666666666666665
RD Chahar,Batter,13,50.0,26,3,58,62,75,75,0,41,34,0,India,4.333333333333333
Usman Salahuddin,Batter,13,46.42857142857143,28,0,0,0,415,415,0,205,210,0,Pakistan,
D Joseph,Batter,13,40.625,32,5,174,202,29,29,0,8,21,0,Canada,2.6
AA Shafique,Batter,13,39.39393939393939,33,0,0,0,43,43,0,24,19,0,Oman,
I van der Woning,Batter,13,37.142857142857146,35,2,140,142,85,85,0,25,60,0,Netherlands,6.5
MC Patel,Batter,13,37.142857142857146,35,0,54,82,68,68,0,38,30,0,India,
MMA Jonkman,Batter,13,34.21052631578947,38,1,21,26,11,11,0,4,7,0,Netherlands,13.0
FR Davies,Batter,13,30.952380952380953,42,11,316,439,476,476,0,273,203,0,England,1.1818181818181819
HIS Mendis,Batter,13,26.0,50,0,0,0,347,347,0,161,186,0,Sri Lanka,
TW Hartley,Batter,12,133.33333333333331,9,0,48,60,283,283,0,168,115,0,England,
TS Nethula,Batter,12,109.09090909090908,11,5,250,268,359,359,0,185,174,0,New Zealand,2.4
GI Maiden,Batter,12,85.71428571428571,14,0,0,0,89,89,0,48,41,0,Scotland,
S Daniel,Batter,12,41.37931034482759,29,0,0,0,182,182,0,79,103,0,Sri Lanka,
HRA Rainey,Batter,12,34.285714285714285,35,9,145,172,97,97,0,52,45,0,Scotland,1.3333333333333333
AH Maqsood,Batter,12,33.33333333333333,36,20,257,383,97,97,0,52,45,1,Scotland,0.6
S Dhamala,Batter,12,30.0,40,0,0,0,7,7,0,4,3,0,Nepal,
NS Poonia,Batter,12,28.57142857142857,42,0,0,0,88,88,0,47,41,0,Scotland,
MM Penfold,Batter,12,23.076923076923077,52,10,447,540,428,428,0,222,206,0,New Zealand,1.2
AJ Ireland,Batter,12,18.75,64,16,612,674,249,249,0,60,189,0,Zimbabwe,0.75
SC Kuggeleijn,Batter,11,183.33333333333331,6,5,62,87,415,415,0,218,197,0,New Zealand,2.2
SV Bahutule,Batter,11,84.61538461538461,13,0,24,19,534,534,0,330,204,0,India,
Javeria Rauf,Batter,11,68.75,16,1,47,40,456,456,0,221,235,0,Pakistan,11.0
S Siegers,Batter,11,57.89473684210527,19,9,243,283,85,85,0,25,60,0,Netherlands,1.2222222222222223
Saad Ali,Batter,11,47.82608695652174,23,0,0,0,335,335,0,166,169,0,Pakistan,
MG Neser,Batter,11,37.93103448275862,29,3,239,224,512,512,0,356,156,0,Australia,3.6666666666666665
L Wood,Batter,10,100.0,10,0,63,61,72,72,0,40,32,0,England,
A Ashok,Batter,10,83.33333333333334,12,1,65,61,245,245,0,127,118,0,New Zealand,10.0
GC Tonge,Batter,10,62.5,16,6,229,307,355,355,0,138,217,0,West Indies,1.6666666666666667
Mukesh Kumar,Batter,10,58.82352941176471,17,5,221,249,580,580,0,360,220,0,India,2.0
RS Vandort,Batter,10,58.82352941176471,17,0,0,0,372,372,0,175,197,0,Sri Lanka,
JW Ogle-Thomas,Batter,10,58.82352941176471,17,0,0,0,308,308,0,118,190,0,West Indies,
Ansh Tandon,Batter,10,55.55555555555556,18,0,0,0,1,1,0,1,0,0,United Arab Emirates,
SW Currie,Batter,10,52.63157894736842,19,3,87,126,85,85,0,46,39,0,Scotland,3.3333333333333335
RO Hussain,Batter,10,50.0,20,0,0,0,56,56,0,31,25,0,Scotland,
W Jaffer,Batter,10,43.47826086956522,23,0,0,0,539,539,0,331,208,0,India,
A Martin,Batter,10,34.48275862068966,29,13,300,447,422,422,0,163,259,1,West Indies,0.7692307692307693
T Muzarabani,Batter,10,31.25,32,8,195,256,267,267,0,64,203,0,Zimbabwe,1.25
TR Ambrose,Batter,10,29.411764705882355,34,0,0,0,461,461,0,263,198,0,England,
MA Aponso,Batter,10,22.22222222222222,45,10,381,431,498,498,0,231,267,0,Sri Lanka,1.0
R Slater,Batter,9,90.0,10,1,35,51,15,15,0,11,4,0,Scotland,9.0
Zahid Mahmood,Batter,9,75.0,12,4,221,218,317,317,0,160,157,0,Pakistan,2.25
VB van Jaarsveld,Batter,9,56.25,16,0,0,0,399,399,0,247,152,0,South Africa,
HR Johnson,Batter,9,42.857142857142854,21,1,70,67,58,58,0,27,31,0,United States of America,9.0
Ethan D'Souza,Batter,9,42.857142857142854,21,0,0,0,22,22,0,6,16,0,United Arab Emirates,
BJ Currie,Batter,9,40.909090909090914,22,18,266,411,85,85,0,46,39,1,Scotland,0.5
F Kasteni,Batter,9,37.5,24,0,0,0,230,230,0,56,174,0,Zimbabwe,
H Shah,Batter,9,36.0,25,0,55,60,34,34,0,16,18,0,Nepal,
Lovepreet Singh,Batter,9,34.61538461538461,26,0,0,0,22,22,0,6,16,0,United Arab Emirates,
D Murphy,Batter,9,32.142857142857146,28,0,0,0,100,100,0,53,47,0,Scotland,
KE Broadmore,Batter,9,26.47058823529412,34,1,61,74,149,149,0,79,70,0,New Zealand,9.0
Faisal Athar,Batter,9,23.076923076923077,39,0,0,0,327,327,0,164,163,0,Pakistan,
C Abel,Batter,9,19.148936170212767,47,5,96,156,79,79,0,43,36,0,Scotland,1.8
Rashid Zia,Batter,9,15.517241379310345,58,0,75,59,58,58,0,27,31,0,United States of America,
Mrittunjoy Chowdhury,Batter,8,72.72727272727273,11,0,68,51,145,145,0,51,94,0,Bangladesh,
ADJ Pitcher,Batter,8,66.66666666666666,12,0,38,38,6,6,0,2,4,0,Bermuda,
BP Kruger,Batter,8,66.66666666666666,12,0,23,21,21,21,0,7,14,0,Netherlands,
JI de Villiers,Batter,8,50.0,16,3,140,126,49,49,0,24,25,0,Namibia,2.6666666666666665
SJ Elliott,Batter,8,50.0,16,0,0,0,409,409,0,291,118,0,Australia,
KK Ahmed,Batter,8,47.05882352941176,17,14,423,435,560,560,0,347,213,0,India,0.5714285714285714
CA Reid,Batter,8,44.44444444444444,18,1,64,81,58,58,0,27,31,0,United States of America,8.0
RO Hinds,Batter,8,42.10526315789473,19,0,37,68,318,318,0,120,198,0,West Indies,
SB Bangar,Batter,8,42.10526315789473,19,0,60,68,104,104,0,55,49,0,India,
Dilara Akter,Batter,8,42.10526315789473,19,0,0,0,60,60,0,18,42,0,Bangladesh,
NJ Coffey,Batter,8,40.0,20,0,0,0,61,61,0,20,41,0,Ireland,
H Davids,Batter,8,32.0,25,0,0,0,343,343,0,205,138,0,South Africa,
PY Lavine,Batter,8,30.76923076923077,26,0,14,12,331,331,0,126,205,0,West Indies,
KH Butt,Batter,8,27.586206896551722,29,0,0,0,11,11,0,3,8,0,Hong Kong,
R Ntozakhe,Batter,8,26.666666666666668,30,21,582,912,464,464,0,285,179,0,South Africa,0.38095238095238093
RH Scholte,Batter,8,25.806451612903224,31,0,0,0,51,51,0,16,35,0,Netherlands,
SKW Kelly,Batter,7,140.0,5,2,74,84,5,5,0,2,3,0,Bermuda,3.5
DSK Madushanka,Batter,7,116.66666666666667,6,3,26,39,294,294,0,137,157,0,Sri Lanka,2.3333333333333335
GA Manou,Batter,7,116.66666666666667,6,0,0,0,135,135,0,98,37,0,Australia,
